# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
204,0.044300,0.000400,-0.000600,0,0.66200,0.06000,-0.06000,0,5645.00,74.00,-74.00,0,1.10,0.04,-0.02,0
205,0.050700,0.000700,-0.000700,0,0.35200,0.02900,-0.02900,0,5295.00,100.00,-100.00,0,0.95,0.08,-0.04,0
206,1.752000,0.025000,-0.025000,0,4.00000,1.40000,-0.80000,0,5295.00,100.00,-100.00,0,0.95,0.08,-0.04,0
207,0.045200,0.000700,-0.000700,0,0.89200,0.13700,-0.09900,0,6330.00,100.00,-100.00,0,1.32,0.15,-0.07,0
208,0.057700,0.001400,-0.000900,0,0.49300,0.08200,-0.05200,0,6120.00,100.00,-100.00,0,1.40,0.29,-0.14,0
209,,,,0,2.20000,0.59000,-0.59000,0,6820.00,52.00,-52.00,0,2.06,0.23,-0.23,0
210,,,,0,0.98000,0.20000,-0.20000,0,5960.00,100.00,-100.00,0,1.12,0.09,-0.09,0
211,0.045300,0.000580,-0.001400,0,1.35000,0.07300,-0.07300,0,6280.00,49.00,-49.00,0,1.70,0.07,-0.07,0
212,0.050690,0.000490,-0.000490,0,0.30900,0.01800,-0.01800,0,5449.00,50.00,-50.00,0,1.04,0.04,-0.03,0
213,0.036940,0.000380,-0.000380,0,0.81800,0.02900,-0.02900,0,5131.00,50.00,-50.00,0,0.89,0.05,-0.05,0
214,0.031590,0.000420,-0.000420,0,1.48400,0.05600,-0.05600,0,5956.00,50.00,-50.00,0,1.21,0.08,-0.06,0
215,0.041170,0.000430,-0.000430,0,0.76000,0.03200,-0.03200,0,4390.00,50.00,-50.00,0,0.62,0.01,-0.01,0
216,0.046040,0.000560,-0.000560,0,0.58200,0.05600,-0.05600,0,5808.00,50.00,-50.00,0,1.01,0.04,-0.04,0
217,,,,0,2.31000,0.44000,-0.44000,0,6566.00,50.00,-50.00,0,1.47,0.11,-0.11,0
218,,,,0,1.41000,1.52000,-1.52000,0,6330.00,124.00,-124.00,0,1.85,0.39,-0.39,0
219,,,,0,1.32000,0.30000,-0.30000,0,6570.00,80.00,-80.00,0,1.62,0.17,-0.17,0
220,0.039510,0.000540,-0.000540,0,0.52700,0.08300,-0.08300,0,5835.00,51.00,-51.00,0,1.86,0.10,-0.10,0
221,0.043630,0.001210,-0.000640,0,0.78300,0.05700,-0.05700,0,6002.00,50.00,-50.00,0,1.88,0.15,-0.10,0
222,0.065050,0.002730,-0.000790,0,0.34000,0.25000,-0.19000,0,6406.00,65.00,-61.00,0,2.55,0.10,-0.08,0
223,,,,0,1.84000,0.53000,-0.53000,0,6389.00,17.00,-17.00,0,2.00,0.28,-0.28,0
224,,,,0,1.28000,0.27000,-0.27000,0,6200.00,80.00,-80.00,0,1.57,0.15,-0.15,0
225,0.053000,0.002000,-0.002000,0,0.78000,0.09000,-0.09000,0,6350.00,150.00,,0,1.32,0.07,,0
226,0.044400,0.000800,-0.000800,0,1.85500,0.26200,-0.19600,0,5870.00,100.00,,0,1.04,0.13,,0
227,0.044910,0.000740,-0.000740,0,0.52600,0.08100,-0.08100,0,5880.00,120.00,-120.00,0,1.10,0.06,-0.04,0
228,,,,0,0.83000,0.10000,-0.10000,0,6060.00,150.00,-150.00,0,1.44,0.06,-0.06,0
229,,,,0,2.39000,0.08700,-0.08700,0,6408.00,75.00,-75.00,0,2.21,0.21,-0.21,0
230,0.040570,0.000410,-0.000410,0,0.54300,0.07200,-0.07200,0,5523.00,69.00,-69.00,0,0.89,0.02,-0.02,0
231,0.038150,0.000320,-0.000320,0,1.07100,0.07000,-0.07000,0,5346.00,60.00,-60.00,0,0.93,0.02,-0.01,0
232,0.027120,0.000230,-0.000230,0,2.17000,0.15000,-0.15000,0,5311.00,77.00,-77.00,0,0.92,0.03,-0.03,0
233,0.037440,0.000450,-0.000450,0,3.27000,0.19000,-0.19000,0,5738.00,79.00,-79.00,0,1.24,0.10,-0.13,0
234,0.130800,0.001200,-0.001200,0,1.33800,0.06500,-0.06500,0,5846.00,78.00,-78.00,0,1.09,0.07,-0.05,0
235,0.017610,0.000270,-0.000270,0,1.98000,0.07700,-0.07700,0,5600.00,120.00,-120.00,0,1.02,0.06,-0.03,0
236,0.023000,0.000300,-0.000300,0,1.34500,0.15000,-0.15000,0,5227.00,95.00,-95.00,0,0.90,0.02,-0.02,0
237,0.050250,0.000420,-0.000420,0,2.74000,0.11000,-0.11000,0,4803.00,55.00,-55.00,0,0.69,0.03,-0.02,0
238,0.033970,0.000470,-0.000470,0,1.47000,0.07200,-0.07200,0,5780.00,120.00,-120.00,0,1.20,0.06,-0.08,0
239,0.025470,0.000230,-0.000230,0,2.44000,0.18000,-0.18000,0,6346.00,81.00,-81.00,0,1.17,0.03,-0.03,0
240,0.051630,0.000600,-0.000600,0,0.61300,0.04200,-0.04200,0,5715.00,73.00,-73.00,0,1.11,0.07,-0.07,0
241,0.047350,0.001330,-0.000680,0,0.65000,0.07600,-0.07600,0,6071.00,81.00,-81.00,0,2.04,0.15,-0.11,0
242,0.061100,0.000680,-0.000680,0,0.53000,0.13000,-0.13000,0,6438.00,64.00,-64.00,0,1.74,0.17,-0.10,0
243,0.041310,0.000530,-0.000530,0,0.67200,0.08700,-0.08700,0,5498.00,84.00,-84.00,0,0.92,0.04,-0.04,0
244,0.054750,0.000880,-0.000880,0,0.65300,0.06300,-0.06300,0,5670.00,110.00,-110.00,0,1.07,0.04,-0.04,0
245,,,,0,0.55000,0.23000,-0.23000,0,6351.00,76.00,-76.00,0,1.00,0.20,-0.20,0
246,0.043540,0.000420,-0.000420,0,0.70600,0.03900,-0.03900,0,5943.00,70.00,-70.00,0,1.06,0.04,-0.04,0
247,0.047800,0.001200,-0.001200,0,0.88000,0.12000,-0.12000,0,6050.00,120.00,-120.00,0,1.87,0.18,-0.18,0
248,0.040240,0.000530,-0.000530,0,0.92000,0.10000,-0.10000,0,5700.00,110.00,-110.00,0,1.10,0.10,-0.06,0
249,0.037270,0.000370,-0.000370,0,1.19200,0.05300,-0.05300,0,5659.00,85.00,-85.00,0,1.02,0.05,-0.04,0
250,0.031660,0.000340,-0.000340,0,0.94100,0.07200,-0.07200,0,5380.00,73.00,-73.00,0,0.98,0.05,-0.05,0
251,0.031990,0.000330,-0.000330,0,1.22200,0.07800,-0.07800,0,6300.00,100.00,-100.00,0,1.43,0.06,-0.04,0
252,0.054250,0.000430,-0.000430,0,3.21600,0.06200,-0.06200,0,6149.00,76.00,-76.00,0,1.16,0.04,-0.04,0
253,0.060070,0.000580,-0.000580,0,0.63000,0.13000,-0.13000,0,6572.00,83.00,-83.00,0,1.62,0.09,-0.09,0
254,0.036200,0.000200,-0.000200,0,1.32300,0.02800,-0.02800,0,5403.00,50.00,-50.00,0,0.93,0.02,-0.02,0
255,0.049970,0.000740,-0.000740,0,1.59000,0.24000,-0.24000,0,6460.00,130.00,-130.00,0,2.26,0.18,-0.11,0
256,0.058300,0.001500,-0.001000,0,9.70000,1.60000,-1.60000,0,6424.00,91.00,-91.00,0,1.71,0.36,-0.24,0
257,0.036890,0.000650,-0.000650,0,1.88000,0.15000,-0.15000,0,6060.00,120.00,-120.00,0,1.48,0.20,-0.12,0
258,0.049440,0.000460,-0.000460,0,0.26100,0.05400,-0.05400,0,5099.00,61.00,-61.00,0,0.81,0.03,-0.03,0
259,0.036490,0.000300,-0.000300,0,0.56000,0.11000,-0.11000,0,5080.00,100.00,-100.00,0,0.85,0.04,-0.04,0
260,0.055110,0.000690,-0.000690,0,0.70000,0.15000,-0.15000,0,6450.00,110.00,-110.00,0,1.31,0.06,-0.06,0
261,0.053670,0.000530,-0.000530,0,0.17300,0.06200,-0.06200,0,5495.00,69.00,-69.00,0,0.85,0.04,-0.03,0
262,0.054200,0.000600,-0.000600,0,0.23700,0.01200,-0.01200,0,5304.00,50.00,-50.00,0,0.87,0.02,-0.02,0
263,0.050460,0.000600,-0.000600,0,0.39000,0.10000,-0.10000,0,5990.00,110.00,-110.00,0,1.12,0.06,-0.06,0
264,0.046390,0.000770,-0.000770,0,0.76800,0.04500,-0.04500,0,5758.00,58.00,-58.00,0,1.44,0.18,-0.18,0
265,0.024980,0.000400,-0.000400,0,2.24000,0.15000,-0.15000,0,6010.00,150.00,-150.00,0,1.05,0.06,-0.06,0
266,0.047530,0.000660,-0.000660,0,0.59500,0.08900,-0.08900,0,5644.00,94.00,-94.00,0,1.10,0.03,-0.02,0
267,0.036230,0.000420,-0.000570,0,0.31900,0.07000,-0.07000,0,3724.00,18.00,-18.00,0,0.57,0.01,-0.01,0
268,0.040120,0.000430,-0.000430,0,0.12000,0.01200,-0.01200,0,4985.00,50.00,-50.00,0,0.81,0.05,-0.04,0
269,0.046670,0.000550,-0.000550,0,0.13800,0.01900,-0.01900,0,5679.00,50.00,-50.00,0,1.09,0.15,-0.06,0
270,,,,0,0.81600,0.03800,-0.03800,0,5366.00,70.00,-70.00,0,1.50,0.10,-0.04,0
271,53.000000,2.000000,-2.000000,0,,,,,10500.00,,,0,,,,
272,0.680000,0.040000,-0.040000,0,1.61000,0.34000,-0.34000,0,4891.00,46.00,-46.00,0,10.06,0.86,-0.86,0
273,1.030000,0.030000,-0.030000,0,1.03000,0.04000,-0.04000,0,5533.00,3.00,-3.00,0,1.04,0.02,-0.02,0
274,0.064120,0.001010,-0.001010,0,0.04160,0.00140,-0.00140,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
275,0.128590,0.002020,-0.002020,0,0.03780,0.00220,-0.00220,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
276,0.269900,0.004300,-0.004300,0,0.08050,0.00320,-0.00320,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
277,0.492900,0.007800,-0.007800,0,0.07220,0.00470,-0.00470,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
278,1.427000,0.028000,-0.028000,0,0.07320,0.01380,-0.01380,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
279,3.381000,0.121000,-0.121000,0,0.20660,0.01390,-0.01390,0,5911.00,19.00,-19.00,0,1.11,0.04,-0.04,0
280,0.300000,0.010000,-0.010000,0,0.25000,0.02000,-0.02000,0,5108.00,27.00,-27.00,0,0.86,0.02,-0.02,0
281,0.150000,0.000000,0.000000,0,0.17000,0.01000,-0.01000,0,5655.00,16.00,-16.00,0,1.23,0.02,-0.02,0
282,0.050000,0.000000,0.000000,0,0.41000,0.02000,-0.02000,0,5301.00,6.00,-6.00,0,0.82,0.01,-0.01,0
283,0.510000,0.030000,-0.030000,0,4.94000,0.64000,-0.64000,0,4790.00,40.00,-40.00,0,10.30,0.97,-0.97,0
284,1.810000,0.070000,-0.070000,0,8.16000,2.19000,-2.19000,0,4745.00,71.00,-71.00,0,9.82,0.75,-0.75,0
285,0.460000,0.040000,-0.040000,0,0.05000,0.00800,-0.00800,0,5630.00,,,0,,,,
286,0.080000,0.000000,0.000000,0,0.92000,0.07000,-0.07000,0,4994.00,15.00,-15.00,0,4.41,0.15,-0.15,0
287,0.250000,0.000000,0.000000,0,0.09000,0.02000,-0.02000,0,5250.00,84.00,-84.00,0,0.88,0.03,-0.03,0
288,0.049800,0.000800,-0.000800,0,0.62000,0.02500,-0.02500,0,5017.00,88.00,-88.00,0,0.73,0.02,-0.02,0
289,0.070000,0.001000,-0.001000,0,0.36700,0.02200,-0.02200,0,6489.00,77.00,-77.00,0,,,,
290,0.260000,0.000000,0.000000,0,0.16000,0.02000,-0.02000,0,4937.00,25.00,-25.00,0,0.74,0.02,-0.02,0
291,2.340000,0.050000,-0.050000,0,2.94000,0.38000,-0.38000,0,5034.00,44.00,-44.00,0,4.73,0.20,-0.20,0
292,0.950000,,,0,8.30000,,,0,4877.00,,,0,11.00,,,0
293,2.610000,0.040000,-0.040000,0,6.93000,0.27000,-0.27000,0,5874.00,10.00,-10.00,0,1.10,0.02,-0.02,0
294,4.300000,0.400000,-0.400000,0,11.00000,0.80000,-0.80000,0,5638.00,44.00,-44.00,0,2.50,0.10,-0.10,0
295,0.090500,0.001000,-0.001000,0,0.02549,0.00724,-0.00755,0,6277.00,52.00,-51.00,0,1.29,0.02,-0.02,0
296,0.153300,0.001600,-0.001700,0,0.05600,0.01164,-0.01070,0,6277.00,52.00,-51.00,0,1.29,0.02,-0.02,0
297,2.015000,0.011000,-0.011000,0,0.94000,0.08000,-0.08000,0,6218.00,20.00,-20.00,0,1.10,0.02,-0.02,0
298,4.590000,0.010000,-0.010000,0,9.61000,0.14000,-0.14000,0,5362.00,29.00,-29.00,0,1.62,0.05,-0.05,0
299,650.000000,,,0,11.00000,2.00000,-2.00000,0,6516.00,165.00,-165.00,0,,,,
300,2.131000,0.018000,-0.018000,0,6.21000,0.15000,-0.15000,0,5680.00,44.00,-44.00,0,,,,
301,0.269000,0.016000,-0.016000,0,0.21000,0.03600,-0.03600,0,5797.00,,,0,,,,
302,0.102000,0.005900,-0.005900,0,0.26100,0.04000,-0.04000,0,6265.00,40.00,-40.00,0,,,,
303,2.000000,0.040000,-0.040000,0,3.50000,3.40000,-1.20000,0,5122.00,79.00,-79.00,0,0.79,0.03,-0.03,0
304,1.450000,0.030000,-0.030000,0,2.84000,0.42000,-0.42000,0,4863.00,36.00,-36.00,0,7.19,0.39,-0.39,0
305,1.040000,0.020000,-0.020000,0,1.42000,0.09000,-0.09000,0,5600.00,37.00,-37.00,0,1.05,0.02,-0.02,0
306,2.659000,0.060000,-0.060000,0,0.99000,0.06000,-0.06000,0,5600.00,37.00,-37.00,0,1.05,0.02,-0.02,0
307,0.330000,0.010000,-0.010000,0,0.86000,0.25000,-0.25000,0,5844.00,21.00,-21.00,0,1.07,0.02,-0.02,0
308,0.079000,0.001000,-0.001000,0,0.05400,0.00400,-0.00400,0,5783.00,62.00,-62.00,0,,,,
309,0.196000,0.003000,-0.003000,0,0.07600,0.00700,-0.00700,0,5783.00,62.00,-62.00,0,,,,
310,0.060000,0.000000,0.000000,0,0.28000,0.01000,-0.01000,0,5858.00,26.00,-26.00,0,1.28,0.03,-0.03,0
311,2.140000,0.030000,-0.030000,0,11.09000,1.00000,-1.00000,0,4445.00,70.00,-70.00,0,20.90,1.10,-1.10,0
312,1.970000,0.040000,-0.040000,0,7.14000,0.19000,-0.19000,0,5512.00,24.00,-24.00,0,0.90,0.01,-0.01,0
313,2.500000,0.100000,-0.100000,0,4.40000,0.40000,-0.40000,0,4884.00,30.00,-30.00,0,8.03,0.49,-0.49,0
314,1.820000,0.070000,-0.070000,0,4.51000,0.50000,-0.50000,0,6557.00,96.00,-96.00,0,1.45,0.07,-0.07,0
315,0.920000,0.090000,-0.090000,0,2.83000,0.24000,-0.24000,0,6576.60,153.20,-149.70,0,1.50,0.15,-0.15,0
316,1.240000,0.040000,-0.040000,,0.36000,0.04000,-0.04000,0,4462.00,145.00,-145.00,0,0.53,0.02,-0.02,0
317,2.440000,0.070000,-0.070000,0,0.93000,0.06000,-0.06000,0,4462.00,145.00,-145.00,0,0.53,0.02,-0.02,0
318,1.600000,0.100000,-0.100000,0,6.30000,1.00000,-1.00000,0,4181.00,40.00,-40.00,0,25.11,1.20,-1.20,0
319,1.730000,0.030000,-0.030000,0,1.14000,0.13000,-0.13000,0,4836.00,18.00,-18.00,0,0.76,0.02,-0.02,0
320,5.160000,0.130000,-0.130000,0,0.48000,0.04000,-0.04000,0,5729.00,17.00,-17.00,0,,,,
321,2.100000,0.040000,-0.040000,0,1.09000,0.09000,-0.09000,0,5835.00,14.00,-14.00,0,1.55,0.02,-0.02,0
322,0.360000,0.010000,-0.010000,0,10.69000,0.56000,-0.56000,0,5869.00,13.00,-13.00,0,1.20,0.02,-0.02,0
323,1.160000,0.019000,-0.019000,0,1.10000,0.06000,-0.06000,0,5135.00,44.00,-44.00,0,,,,
324,2.600000,0.090000,-0.090000,0,5.54000,0.29000,-0.29000,0,6183.00,17.00,-17.00,0,1.24,0.02,-0.02,0
325,0.721000,0.001000,-0.001000,0,0.36000,0.02000,-0.02000,0,6183.00,17.00,-17.00,0,1.24,0.02,-0.02,0
326,1.650000,0.050000,-0.050000,0,1.40000,0.29000,-0.29000,0,4819.00,54.00,-54.00,0,4.89,0.21,-0.21,0
327,3.740000,0.070000,-0.070000,0,1.73000,0.11000,-0.11000,0,5662.00,11.00,-11.00,0,1.11,0.01,-0.01,0
328,1.090000,0.040000,-0.040000,0,5.63000,0.92000,-0.92000,0,4312.00,5.00,-5.00,0,20.58,2.27,-2.27,0
329,0.170000,0.000000,0.000000,0,0.19000,0.04000,-0.04000,0,5977.00,15.00,-15.00,0,1.20,0.01,-0.01,0
330,0.070000,0.000000,0.000000,0,2.79000,0.25000,-0.25000,0,5864.00,25.00,-25.00,0,2.06,0.06,-0.06,0
331,3.160000,0.190000,-0.190000,0,0.62200,0.05600,-0.05600,0,5349.00,44.00,-44.00,0,,,,
332,0.229000,0.013000,-0.013000,0,0.07880,0.00970,-0.00970,0,5349.00,44.00,-44.00,0,,,,
333,1.930000,,,0,6.54000,,,0,4970.00,70.00,-70.00,0,10.09,0.32,-0.32,0
334,4.300000,,,0,4.50000,,,0,4892.00,22.00,-22.00,0,9.12,0.65,-0.61,0
335,0.330000,0.010000,-0.010000,0,1.51000,0.13000,-0.13000,0,6027.00,24.00,-24.00,0,1.07,0.02,-0.02,0
336,0.297000,0.005000,-0.005000,0,2.98000,0.14000,-0.14000,0,5920.00,30.00,-30.00,0,,,,
337,0.080000,0.000000,0.000000,0,0.02000,0.01000,-0.01000,0,4691.00,166.00,-166.00,0,0.74,0.05,-0.05,0
338,1.370000,0.030000,-0.030000,0,3.23000,0.15000,-0.15000,0,5931.00,29.00,-29.00,0,1.07,0.02,-0.02,0
339,0.050000,,,0,0.05800,,,0,5931.00,29.00,-29.00,0,1.07,0.02,-0.02,0
340,4.200000,,,,7.20000,,,0,5931.00,29.00,-29.00,0,1.07,0.02,-0.02,0
341,0.540000,0.020000,-0.020000,0,1.96000,0.22000,-0.22000,0,4835.00,7.00,-7.00,0,11.02,0.48,-0.48,0
342,0.840000,0.020000,-0.020000,0,2.43000,0.14000,-0.14000,0,5645.00,31.00,-31.00,0,1.20,0.02,-0.02,0
343,2.814500,0.023800,-0.023800,0,1.81200,0.04800,-0.04800,0,5645.00,31.00,-31.00,0,1.20,0.02,-0.02,0
344,2.370000,0.040000,-0.040000,0,0.41000,0.06000,-0.06000,0,5568.00,23.00,-23.00,0,1.32,0.05,-0.05,0
345,1.084000,0.006000,-0.006000,0,1.76900,0.02300,-0.02300,0,,,,,0.76,0.02,-0.02,0
346,1.740000,0.010000,-0.010000,0,3.78900,0.92400,-0.43200,0,,,,,0.76,0.02,-0.02,0
347,0.870000,0.030000,-0.030000,0,0.89000,0.07000,-0.07000,0,4875.00,100.00,-100.00,0,0.85,0.02,-0.02,0
348,2.900000,0.200000,-0.200000,0,1.60000,0.60000,-0.60000,0,,,,,,,,
349,0.092500,,,0,1.15000,,,0,5387.00,44.00,-44.00,0,0.85,0.04,-0.04,0
350,2.110000,0.070000,-0.070000,0,2.24000,0.42000,-0.42000,0,4886.00,45.00,-45.00,0,5.54,0.24,-0.24,0
351,3.170000,0.070000,-0.070000,0,19.12000,1.70000,-1.70000,0,5892.00,40.00,-40.00,0,1.08,0.02,-0.02,0
352,1.250000,0.080000,-0.080000,0,10.95000,2.92000,-2.92000,0,4175.00,33.00,-33.00,0,38.41,4.84,-4.84,0
353,1.980000,0.060000,-0.060000,0,5.38000,1.31000,-1.31000,0,5783.00,38.00,-38.00,0,1.34,0.04,-0.04,0
354,2.620000,0.040000,-0.040000,0,1.49000,0.09000,-0.09000,0,6073.00,51.00,-51.00,0,1.09,0.08,-0.08,0
355,1.440000,0.005000,-0.005000,0,1.42000,0.04000,-0.04000,0,5799.00,19.00,-19.00,0,,,,
356,4.490000,0.920000,-0.920000,0,0.42000,0.15000,-0.15000,0,5799.00,19.00,-19.00,0,,,,
357,6.150000,0.590000,-0.590000,0,2.50000,0.05000,-0.05000,0,5805.00,15.00,-15.00,0,,,,
358,0.810000,0.020000,-0.020000,0,1.61000,0.07000,-0.07000,0,5736.00,17.00,-17.00,0,1.22,0.03,-0.03,0
359,5.800000,0.500000,-0.500000,0,0.82000,0.03000,-0.03000,0,5736.00,17.00,-17.00,0,1.22,0.03,-0.03,0
360,1.290000,0.030000,-0.030000,0,2.14000,0.15000,-0.15000,0,4989.00,10.00,-10.00,0,3.78,0.10,-0.10,0
361,0.890000,0.020000,-0.020000,0,0.20000,0.02000,-0.02000,0,5181.00,29.00,-29.00,0,0.88,0.01,-0.01,0
362,0.154000,0.002500,-0.002500,0,0.86500,0.03500,-0.03500,0,6255.00,66.00,-66.00,0,1.67,0.10,-0.10,0
363,2.030000,0.040000,-0.040000,0,5.13000,0.25000,-0.25000,0,6255.00,66.00,-66.00,0,1.67,0.10,-0.10,0
364,5.150000,0.330000,-0.330000,0,2.20000,0.21000,-0.21000,0,5867.00,25.00,-25.00,0,1.25,0.02,-0.02,0
365,2.360000,0.200000,-0.200000,0,9.76000,2.15000,-2.15000,0,4700.00,70.00,-70.00,0,11.47,0.75,-0.75,0
366,3.400000,0.100000,-0.100000,0,7.80000,0.70000,-0.70000,0,4815.00,100.00,-100.00,0,12.40,1.10,-1.10,0
367,0.415000,0.011000,-0.011000,0,0.45100,0.03000,-0.03000,0,5600.00,40.00,-40.00,0,,,,
368,0.689000,0.020000,-0.020000,0,1.33000,0.08000,-0.08000,0,5600.00,40.00,-40.00,0,,,,
369,2.090000,0.060000,-0.060000,0,1.18000,0.08000,-0.08000,0,5600.00,40.00,-40.00,0,,,,
370,5.000000,1.500000,-1.500000,0,0.66000,0.10000,-0.10000,0,5600.00,40.00,-40.00,0,,,,
371,1.500000,0.030000,-0.030000,0,9.69000,0.40000,-0.40000,0,5870.00,9.00,-9.00,0,1.03,0.01,-0.01,0
372,1.020000,0.030000,-0.030000,0,1.25000,0.15000,-0.15000,0,6245.00,48.00,-48.00,0,1.47,0.04,-0.04,0
373,6.800000,0.500000,-0.500000,0,5.30000,0.70000,-0.70000,0,6245.00,48.00,-48.00,0,1.47,0.04,-0.04,0
374,2.930000,0.070000,-0.070000,0,4.44000,3.17000,-3.17000,0,5421.00,77.00,-77.00,0,1.04,0.03,-0.03,0
375,2.780000,0.090000,-0.090000,0,3.07000,0.42000,-0.42000,0,4922.00,13.00,-13.00,0,4.63,0.16,-0.16,0
376,1.060000,0.020000,-0.020000,0,1.67000,0.12000,-0.12000,0,5940.00,28.00,-28.00,0,1.04,0.02,-0.02,0
377,0.037900,0.000900,-0.000900,0,1.21000,0.06000,-0.06000,0,6380.00,60.00,-60.00,0,,,,
378,1.980000,0.070000,-0.070000,0,3.48000,0.24000,-0.24000,0,5505.00,100.00,-100.00,0,0.99,0.08,-0.08,0
379,0.450000,0.010000,-0.010000,0,6.02000,0.48000,-0.48000,0,6014.00,20.00,-20.00,0,1.05,0.02,-0.02,0
380,0.760000,0.040000,-0.040000,0,2.23000,0.42000,-0.42000,0,4769.00,27.00,-27.00,0,10.52,0.41,-0.41,0
381,4.600000,0.140000,-0.140000,0,2.28000,0.26000,-0.26000,0,,,,,5.38,0.44,-0.44,0
382,0.063400,0.002200,-0.002200,0,0.02026,0.00192,-0.00192,0,5765.00,18.00,-18.00,0,,,,
383,0.111700,0.003900,-0.003900,0,0.01759,0.00230,-0.00230,0,5765.00,18.00,-18.00,0,,,,
384,0.238800,0.003900,-0.003900,0,2.12000,0.07000,-0.07000,0,5441.00,55.00,-55.00,0,,,,
385,1.922000,0.039000,-0.039000,0,6.56000,0.32000,-0.32000,0,5441.00,55.00,-55.00,0,,,,
386,0.319300,0.000200,-0.000200,0,0.07771,0.00566,-0.00755,0,4090.00,50.00,-50.00,0,0.57,0.06,-0.06,0
387,1.320000,,,0,1.21000,,,0,5883.00,,,0,,,,
388,0.522000,0.018000,-0.018000,0,5.14000,0.34000,-0.34000,0,5972.00,100.00,-100.00,0,2.29,0.10,-0.10,0
389,1.360000,0.050000,-0.050000,0,2.30000,0.18000,-0.18000,0,5972.00,100.00,-100.00,0,2.29,0.10,-0.10,0
390,2.450000,0.040000,-0.050000,0,0.85000,0.67000,-0.05000,0,6308.00,28.00,-28.00,0,1.21,0.03,-0.03,0
391,1.040000,0.020000,-0.020000,0,1.30000,0.17000,-0.17000,0,5025.00,4.00,-4.00,0,3.86,0.12,-0.12,0
392,,,,0,0.38000,0.06000,-0.06000,0,6179.00,15.00,-15.00,0,1.41,0.03,-0.03,0
393,0.050000,0.000000,0.000000,0,1.69000,0.14000,-0.14000,0,6013.00,47.00,-47.00,0,1.63,0.04,-0.04,0
394,1.310000,0.030000,-0.030000,0,3.10000,0.20000,-0.20000,0,5049.00,44.00,-44.00,0,4.50,0.10,-0.10,0
395,6.700000,4.000000,-1.400000,0,2.71000,1.14000,-0.66000,0,5961.00,27.00,-27.00,0,0.96,0.02,-0.02,0
396,3.980000,0.150000,-0.150000,0,2.18000,0.17000,-0.17000,0,5726.00,100.00,-100.00,0,1.15,0.13,-0.13,0
397,1.490000,0.070000,-0.070000,0,2.28000,0.26000,-0.26000,0,5095.00,23.00,-23.00,0,4.80,0.24,-0.24,0
398,1.280000,0.020000,-0.020000,0,2.95000,0.29000,-0.29000,0,6124.00,81.00,-81.00,0,1.28,0.04,-0.04,0
399,4.210000,0.100000,-0.100000,0,0.82000,0.07000,-0.07000,0,5468.00,14.00,-14.00,0,0.85,0.01,-0.01,0
400,0.600000,0.020000,-0.020000,0,5.37000,0.39000,-0.39000,0,5743.00,23.00,-23.00,0,1.32,0.02,-0.02,0
401,1.290000,0.020000,-0.020000,0,2.45000,0.11000,-0.11000,0,5589.00,18.00,-18.00,0,2.30,0.06,-0.06,0
402,5.360000,0.090000,-0.090000,0,2.58000,0.16000,-0.16000,0,5589.00,18.00,-18.00,0,2.30,0.06,-0.06,0
403,2.000000,0.060000,-0.060000,0,2.60000,0.30000,-0.30000,0,4960.00,100.00,-100.00,0,5.03,0.39,-0.39,0
404,0.630000,0.020000,-0.020000,0,0.99000,0.08000,-0.08000,0,5905.00,13.00,-13.00,0,1.38,0.02,-0.02,0
405,1.020000,0.020000,-0.020000,0,0.82000,0.07000,-0.07000,0,5905.00,13.00,-13.00,0,1.38,0.02,-0.02,0
